week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,genre,cast,creative_team,first_preview,opening_date,closing_date,run_number,is_revival,tony_nominations,tony_wins,has_pulitzer,has_drama_desk_win,awards_detail
1986-11-30,26.0,4493604.0,Oh! Calcutta!,Edison Theatre,60524,,15.44,,3920,499,0.7142,11,0,,,,,,,1,0,,,,,
1986-12-07,27.0,3914019.0,Oh! Calcutta!,Edison Theatre,58482,,15.36,,3807,499,0.6936,11,0,,,,,,,1,0,,,,,
1986-12-14,28.0,3812903.0,Oh! Calcutta!,Edison Theatre,51812,,15.23,,3401,499,0.6196,11,0,,,,,,,1,0,,,,,
1986-12-21,29.0,3218987.0,Oh! Calcutta!,Edison Theatre,34538,,14.79,,2335,499,0.4679,10,0,,,,,,,1,0,,,,,
1986-12-28,30.0,4405477.0,Oh! Calcutta!,Edison Theatre,48371,,14.71,,3288,499,0.7321,9,0,,,,,,,1,0,,,,,
1987-01-04,31.0,4843514.0,Oh! Calcutta!,Edison Theatre,62074,,15.36,,4041,499,0.7362,11,0,,,,,,,1,0,,,,,
1987-01-11,32.0,3372851.0,Oh! Calcutta!,Edison Theatre,42107,,14.86,,2834,499,0.5163,11,0,,,,,,,1,0,,,,,
1987-01-18,33.0,3361611.0,Oh! Calcutta!,Edison Theatre,43714,,14.78,,2958,499,0.5389,11,0,,,,,,,1,0,,,,,
1987-01-25,34.0,2858371.0,Oh! Calcutta!,Edison Theatre,37439,,14.53,,2577,499,0.4695,11,0,,,,,,,1,0,,,,,
1987-02-01,35.0,2641531.0,Oh! Calcutta!,Edison Theatre,34443,,14.51,,2373,499,0.4323,11,0,,,,,,,1,0,,,,,
1987-02-08,36.0,2706115.0,Oh! Calcutta!,Edison Theatre,36414,,14.49,,2513,499,0.4578,11,0,,,,,,,1,0,,,,,
1987-02-15,37.0,3370871.0,Oh! Calcutta!,Edison Theatre,61631,,14.51,,4247,499,0.8511,10,0,,,,,,,1,0,,,,,
1987-02-22,38.0,3412369.0,Oh! Calcutta!,Edison Theatre,42593,,14.51,,2935,499,0.5347,11,0,,,,,,,1,0,,,,,
1987-03-01,39.0,3464219.0,Oh! Calcutta!,Edison Theatre,43390,,14.46,,3000,499,0.6012,10,0,,,,,,,1,0,,,,,
1987-03-08,40.0,3900301.0,Oh! Calcutta!,Edison Theatre,41918,,14.43,,2904,499,0.582,10,0,,,,,,,1,0,,,,,
1987-03-15,41.0,4522505.0,Oh! Calcutta!,Edison Theatre,46612,,14.51,,3212,499,0.6437,10,0,,,,,,,1,0,,,,,
1987-03-22,42.0,4644462.0,Oh! Calcutta!,Edison Theatre,53122,,14.69,,3616,499,0.7246,10,0,,,,,,,1,0,,,,,
1987-03-29,43.0,4687880.0,Oh! Calcutta!,Edison Theatre,48911,,14.67,,3334,499,0.6681,10,0,,,,,,,1,0,,,,,
1987-04-05,44.0,4530629.0,Oh! Calcutta!,Edison Theatre,45116,,14.58,,3094,499,0.62,10,0,,,,,,,1,0,,,,,
1987-04-12,45.0,4730970.0,Oh! Calcutta!,Edison Theatre,46212,,14.56,,3173,499,0.6359,10,0,,,,,,,1,0,,,,,
1987-04-19,46.0,5483530.0,Oh! Calcutta!,Edison Theatre,61538,,15.69,,3922,499,0.9825,8,0,,,,,,,1,0,,,,,
1987-04-26,47.0,5432436.0,Oh! Calcutta!,Edison Theatre,55132,,15.23,,3619,499,0.6593,11,0,,,,,,,1,0,,,,,
1987-05-03,48.0,5127230.0,Oh! Calcutta!,Edison Theatre,53579,,15.03,,3565,499,0.7144,10,0,,,,,,,1,0,,,,,
1987-05-10,49.0,4914884.0,Oh! Calcutta!,Edison Theatre,47757,,14.69,,3251,499,0.6515,10,0,,,,,,,1,0,,,,,
1987-05-17,50.0,5199978.0,Oh! Calcutta!,Edison Theatre,55668,,15.05,,3699,499,0.7413,10,0,,,,,,,1,0,,,,,
1987-05-24,51.0,4892454.0,Oh! Calcutta!,Edison Theatre,61947,,15.49,,3999,499,0.8014,10,0,,,,,,,1,0,,,,,
1987-05-31,52.0,4308465.0,Oh! Calcutta!,Edison Theatre,51408,,15.09,,3407,499,0.6828,10,0,,,,,,,1,0,,,,,
1987-06-07,1.0,4340887.0,Oh! Calcutta!,Edison Theatre,48243,,14.98,,3220,499,0.5866,11,0,,,,,,,1,0,,,,,
1987-06-14,2.0,4737770.0,Oh! Calcutta!,Edison Theatre,47857,,14.96,,3199,499,0.5828,11,0,,,,,,,1,0,,,,,
1987-06-21,3.0,4563575.0,Oh! Calcutta!,Edison Theatre,48702,,14.93,,3262,499,0.8171,8,0,,,,,,,1,0,,,,,
1987-06-28,4.0,4849820.0,Oh! Calcutta!,Edison Theatre,47989,,14.97,,3206,499,0.5841,11,0,,,,,,,1,0,,,,,
1987-07-05,5.0,3920868.0,Oh! Calcutta!,Edison Theatre,41063,,14.44,,2844,499,0.5181,11,0,,,,,,,1,0,,,,,
1987-07-12,6.0,4334994.0,Oh! Calcutta!,Edison Theatre,43847,,14.85,,2952,499,0.5378,11,0,,,,,,,1,0,,,,,
1987-07-19,7.0,4426544.0,Oh! Calcutta!,Edison Theatre,43985,,14.54,,3025,499,0.5511,11,0,,,,,,,1,0,,,,,
1987-07-26,8.0,4389338.0,Oh! Calcutta!,Edison Theatre,40972,,14.48,,2829,499,0.5154,11,0,,,,,,,1,0,,,,,
1987-08-02,9.0,4413979.0,Oh! Calcutta!,Edison Theatre,50496,,14.78,,3417,499,0.6225,11,0,,,,,,,1,0,,,,,
1987-08-09,10.0,4337879.0,Oh! Calcutta!,Edison Theatre,54562,,14.8,,3686,499,0.6715,11,0,,,,,,,1,0,,,,,
1987-08-16,11.0,4578666.0,Oh! Calcutta!,Edison Theatre,64707,,15.31,,4226,499,0.7699,11,0,,,,,,,1,0,,,,,
1987-08-23,12.0,4561045.0,Oh! Calcutta!,Edison Theatre,60367,,15.19,,3974,499,0.724,11,0,,,,,,,1,0,,,,,
1987-08-30,13.0,4576528.0,Oh! Calcutta!,Edison Theatre,62750,,15.26,,4112,499,0.7491,11,0,,,,,,,1,0,,,,,
1987-09-06,14.0,4179870.0,Oh! Calcutta!,Edison Theatre,57490,,15.16,,3792,499,0.6908,11,0,,,,,,,1,0,,,,,
1987-09-13,15.0,3869250.0,Oh! Calcutta!,Edison Theatre,51207,,15.26,,3356,499,0.6725,10,0,,,,,,,1,0,,,,,
1987-09-20,16.0,4258763.0,Oh! Calcutta!,Edison Theatre,60866,,15.61,,3899,499,0.7814,10,0,,,,,,,1,0,,,,,
1987-09-27,17.0,3868942.0,Oh! Calcutta!,Edison Theatre,51873,,15.39,,3371,499,0.6756,10,0,,,,,,,1,0,,,,,
1987-10-04,18.0,4119889.0,Oh! Calcutta!,Edison Theatre,49541,,15.28,,3242,499,0.6497,10,0,,,,,,,1,0,,,,,
1987-10-11,19.0,4960352.0,Oh! Calcutta!,Edison Theatre,65747,,15.71,,4185,499,0.8387,10,0,,,,,,,1,0,,,,,
1987-10-18,20.0,4931933.0,Oh! Calcutta!,Edison Theatre,56415,,15.48,,3644,499,0.7303,10,0,,,,,,,1,0,,,,,
1987-10-25,21.0,4920912.0,Oh! Calcutta!,Edison Theatre,53226,,15.36,,3465,499,0.6944,10,0,,,,,,,1,0,,,,,
1987-11-01,22.0,4558824.0,Oh! Calcutta!,Edison Theatre,50082,,15.28,,3277,499,0.6567,10,0,,,,,,,1,0,,,,,
1987-11-08,23.0,5103662.0,Oh! Calcutta!,Edison Theatre,56343,,15.51,,3633,499,0.7281,10,0,,,,,,,1,0,,,,,
1987-11-15,24.0,5388812.0,Oh! Calcutta!,Edison Theatre,51264,,15.34,,3342,499,0.6697,10,0,,,,,,,1,0,,,,,
1987-11-22,25.0,4930680.0,Oh! Calcutta!,Edison Theatre,48259,,15.28,,3158,499,0.6329,10,0,,,,,,,1,0,,,,,
1987-11-29,26.0,6053740.0,Oh! Calcutta!,Edison Theatre,58300,,15.21,,3833,499,0.6983,11,0,,,,,,,1,0,,,,,
1987-12-06,27.0,5187845.0,Oh! Calcutta!,Edison Theatre,52993,,15.5,,3419,499,0.6852,10,0,,,,,,,1,0,,,,,
1987-12-13,28.0,5106747.0,Oh! Calcutta!,Edison Theatre,48663,,15.27,,3187,499,0.6387,10,0,,,,,,,1,0,,,,,
1987-12-20,29.0,4383554.0,Oh! Calcutta!,Edison Theatre,34050,,14.67,,2321,499,0.4651,10,0,,,,,,,1,0,,,,,
1987-12-27,30.0,5187489.0,Oh! Calcutta!,Edison Theatre,38629,,14.81,,2608,499,0.5807,9,0,,,,,,,1,0,,,,,
1988-01-03,31.0,6504789.0,Oh! Calcutta!,Edison Theatre,78141,,15.67,,4988,499,0.9087,11,0,,,,,,,1,0,,,,,
1988-01-10,32.0,4386066.0,Oh! Calcutta!,Edison Theatre,37203,,14.79,,2515,499,0.504,10,0,,,,,,,1,0,,,,,
1988-01-17,33.0,4728239.0,Oh! Calcutta!,Edison Theatre,35279,,14.51,,2431,499,0.4872,10,0,,,,,,,1,0,,,,,
1988-01-24,34.0,4402653.0,Oh! Calcutta!,Edison Theatre,35668,,14.53,,2455,499,0.492,10,0,,,,,,,1,0,,,,,
1988-01-31,35.0,4459187.0,Oh! Calcutta!,Edison Theatre,35914,,14.55,,2468,499,0.4946,10,0,,,,,,,1,0,,,,,
1988-02-07,36.0,3957636.0,Oh! Calcutta!,Edison Theatre,35310,,14.52,,2431,499,0.4872,10,0,,,,,,,1,0,,,,,
1988-02-14,37.0,4677690.0,Oh! Calcutta!,Edison Theatre,65561,,15.71,,4173,499,0.8363,10,0,,,,,,,1,0,,,,,
1988-02-21,38.0,4812784.0,Oh! Calcutta!,Edison Theatre,42141,,14.85,,2838,499,0.5687,10,0,,,,,,,1,0,,,,,
1988-02-28,39.0,4255362.0,Oh! Calcutta!,Edison Theatre,38936,,14.69,,2651,499,0.5313,10,0,,,,,,,1,0,,,,,
1988-03-06,40.0,4347058.0,Oh! Calcutta!,Edison Theatre,44846,,14.84,,3021,499,0.6054,10,0,,,,,,,1,0,,,,,
1988-03-13,41.0,4600262.0,Oh! Calcutta!,Edison Theatre,48520,,15.01,,3233,499,0.6479,10,0,,,,,,,1,0,,,,,
1988-03-20,42.0,5286807.0,Oh! Calcutta!,Edison Theatre,52322,,15.07,,3473,499,0.696,10,0,,,,,,,1,0,,,,,
1988-03-27,43.0,5148458.0,Oh! Calcutta!,Edison Theatre,43402,,14.8,,2932,499,0.5876,10,0,,,,,,,1,0,,,,,
1988-04-03,44.0,5289764.0,Oh! Calcutta!,Edison Theatre,46150,,14.92,,3093,499,0.3444,10,8,,,,,,,1,0,,,,,
1988-04-10,45.0,5721093.0,Oh! Calcutta!,Edison Theatre,38264,,14.69,,2605,499,0.522,10,0,,,,,,,1,0,,,,,
1988-04-17,46.0,5451503.0,Oh! Calcutta!,Edison Theatre,44351,,14.87,,2983,499,0.5978,10,0,,,,,,,1,0,,,,,
1988-04-24,47.0,5981867.0,Oh! Calcutta!,Edison Theatre,39339,,14.75,,2667,499,0.5345,10,0,,,,,,,1,0,,,,,
1988-05-01,48.0,5881115.0,Oh! Calcutta!,Edison Theatre,46182,,14.91,,3097,499,0.6206,10,0,,,,,,,1,0,,,,,
1988-05-08,49.0,6080006.0,Oh! Calcutta!,Edison Theatre,45397,,14.89,,3049,499,0.611,10,0,,,,,,,1,0,,,,,
1988-05-15,50.0,6258863.0,Oh! Calcutta!,Edison Theatre,50575,,10.14,,4990,499,1,10,0,,,,,,,1,0,,,,,
1988-05-22,51.0,6110585.0,Oh! Calcutta!,Edison Theatre,53678,,15.1,,3555,499,0.7124,10,0,,,,,,,1,0,,,,,
1988-05-29,52.0,5853080.0,Oh! Calcutta!,Edison Theatre,44461,,14.9,,2984,499,0.598,10,0,,,,,,,1,0,,,,,
1988-06-05,1.0,5510720.0,Oh! Calcutta!,Edison Theatre,38737,,14.39,,2691,499,0.4903,11,0,,,,,,,1,0,,,,,
1988-06-12,2.0,5828960.0,Oh! Calcutta!,Edison Theatre,42892,,14.6,,2938,499,0.5353,11,0,,,,,,,1,0,,,,,
1988-06-19,3.0,5526255.0,Oh! Calcutta!,Edison Theatre,39312,,14.5,,2711,499,0.6791,8,0,,,,,,,1,0,,,,,
1988-06-26,4.0,6010531.0,Oh! Calcutta!,Edison Theatre,40488,,14.57,,2779,499,0.5063,11,0,,,,,,,1,0,,,,,
1988-07-03,5.0,5085653.0,Oh! Calcutta!,Edison Theatre,40481,,14.55,,2782,499,0.5068,11,0,,,,,,,1,0,,,,,
1988-07-10,6.0,4693796.0,Oh! Calcutta!,Edison Theatre,38149,,14.49,,2632,499,0.4795,11,0,,,,,,,1,0,,,,,
1988-07-17,7.0,4993184.0,Oh! Calcutta!,Edison Theatre,40723,,14.55,,2799,499,0.7012,8,0,,,,,,,1,0,,,,,
1988-07-24,8.0,5193700.0,Oh! Calcutta!,Edison Theatre,41556,,14.51,,2864,499,0.7174,8,0,,,,,,,1,0,,,,,
1988-07-31,9.0,5125341.0,Oh! Calcutta!,Edison Theatre,42258,,14.53,,2908,499,0.5298,11,0,,,,,,,1,0,,,,,
1988-08-07,10.0,4869494.0,Oh! Calcutta!,Edison Theatre,42325,,14.53,,2912,499,0.5305,11,0,,,,,,,1,0,,,,,
1988-08-14,11.0,5191733.0,Oh! Calcutta!,Edison Theatre,54691,,14.9,,3671,499,0.6688,11,0,,,,,,,1,0,,,,,
1988-08-21,12.0,5264386.0,Oh! Calcutta!,Edison Theatre,55555,,14.91,,3726,499,0.6788,11,0,,,,,,,1,0,,,,,
1988-08-28,13.0,5158199.0,Oh! Calcutta!,Edison Theatre,48851,,14.6,,3346,499,0.6096,11,0,,,,,,,1,0,,,,,
1988-09-04,14.0,4753796.0,Oh! Calcutta!,Edison Theatre,53818,,14.85,,3624,499,0.6602,11,0,,,,,,,1,0,,,,,
1988-09-11,15.0,4216717.0,Oh! Calcutta!,Edison Theatre,40159,,14.75,,2723,499,0.5457,10,0,,,,,,,1,0,,,,,
1988-09-18,16.0,4364130.0,Oh! Calcutta!,Edison Theatre,45185,,14.79,,3055,499,0.6122,10,0,,,,,,,1,0,,,,,
1988-09-25,17.0,4448476.0,Oh! Calcutta!,Edison Theatre,39473,,14.7,,2685,499,0.5381,10,0,,,,,,,1,0,,,,,
1988-10-02,18.0,4444772.0,Oh! Calcutta!,Edison Theatre,39588,,15.49,,2555,499,0.512,10,0,,,,,,,1,0,,,,,
1988-10-09,19.0,4793418.0,Oh! Calcutta!,Edison Theatre,52484,,15.05,,3487,499,0.6988,10,0,,,,,,,1,0,,,,,
1988-10-16,20.0,4841921.0,Oh! Calcutta!,Edison Theatre,56501,,15.07,,3749,499,0.7513,10,0,,,,,,,1,0,,,,,
1988-10-23,21.0,4869975.0,Oh! Calcutta!,Edison Theatre,51745,,15.05,,3438,499,0.689,10,0,,,,,,,1,0,,,,,
1988-10-30,22.0,5010241.0,Oh! Calcutta!,Edison Theatre,44985,,14.85,,3029,499,0.607,10,0,,,,,,,1,0,,,,,
1988-11-06,23.0,4907940.0,Oh! Calcutta!,Edison Theatre,44985,,14.85,,3029,499,0.607,10,0,,,,,,,1,0,,,,,
1988-11-13,24.0,5361096.0,Oh! Calcutta!,Edison Theatre,51903,,14.93,,3476,499,0.6966,10,0,,,,,,,1,0,,,,,
1988-11-20,25.0,5093602.0,Oh! Calcutta!,Edison Theatre,46698,,14.89,,3136,499,0.7856,8,0,,,,,,,1,0,,,,,
1988-11-27,26.0,5882334.0,Oh! Calcutta!,Edison Theatre,51996,,14.95,,3478,499,0.697,10,0,,,,,,,1,0,,,,,
1988-12-04,27.0,5143016.0,Oh! Calcutta!,Edison Theatre,41208,,14.75,,2794,499,0.5599,10,0,,,,,,,1,0,,,,,
1988-12-11,28.0,5470774.0,Oh! Calcutta!,Edison Theatre,42509,,14.79,,2874,499,0.576,10,0,,,,,,,1,0,,,,,
1988-12-18,29.0,4879414.0,Oh! Calcutta!,Edison Theatre,31414,,14.31,,2195,499,0.4399,10,0,,,,,,,1,0,,,,,
1988-12-25,30.0,4188079.0,Oh! Calcutta!,Edison Theatre,26637,,14.5,,1837,499,0.409,9,0,,,,,,,1,0,,,,,
1989-01-01,31.0,7179392.0,Oh! Calcutta!,Edison Theatre,73845,,16.7,,4422,499,0.8862,10,0,,,,,,,1,0,,,,,
1989-01-08,32.0,4712231.0,Oh! Calcutta!,Edison Theatre,40547,,14.75,,2749,499,0.5509,10,0,,,,,,,1,0,,,,,
1989-01-15,33.0,4767232.0,Oh! Calcutta!,Edison Theatre,42072,,14.8,,2843,499,0.5697,10,0,,,,,,,1,0,,,,,
1989-01-22,34.0,4441764.0,Oh! Calcutta!,Edison Theatre,35511,,14.55,,2441,499,0.4892,10,0,,,,,,,1,0,,,,,
1989-01-29,35.0,4466566.0,Oh! Calcutta!,Edison Theatre,35664,,14.47,,2464,499,0.4938,10,0,,,,,,,1,0,,,,,
1989-02-05,36.0,4091480.0,Oh! Calcutta!,Edison Theatre,29696,,14.49,,2049,499,0.4106,10,0,,,,,,,1,0,,,,,
1989-02-12,37.0,4248830.0,Oh! Calcutta!,Edison Theatre,34929,,14.55,,2401,499,0.4812,10,0,,,,,,,1,0,,,,,
1989-02-19,38.0,4950658.0,Oh! Calcutta!,Edison Theatre,51851,,15.71,,3301,499,0.6615,10,0,,,,,,,1,0,,,,,
1989-02-26,39.0,4680848.0,Oh! Calcutta!,Edison Theatre,40439,,14.75,,2742,499,0.5495,10,0,,,,,,,1,0,,,,,
1989-03-05,40.0,4572111.0,Oh! Calcutta!,Edison Theatre,43316,,14.77,,2933,499,0.5878,10,0,,,,,,,1,0,,,,,
1989-03-12,41.0,4839669.0,Oh! Calcutta!,Edison Theatre,44277,,14.8,,2992,499,0.5996,10,0,,,,,,,1,0,,,,,
1989-03-19,42.0,4600347.0,Oh! Calcutta!,Edison Theatre,48742,,14.91,,3269,499,0.6551,10,0,,,,,,,1,0,,,,,
1989-03-26,43.0,5503497.0,Oh! Calcutta!,Edison Theatre,48016,,14.88,,3227,499,0.6467,10,0,,,,,,,1,0,,,,,
1989-04-02,44.0,5334220.0,Oh! Calcutta!,Edison Theatre,34523,,14.56,,2371,499,0.4752,10,0,,,,,,,1,0,,,,,
1989-04-09,45.0,5284342.0,Oh! Calcutta!,Edison Theatre,34523,,14.56,,2371,499,0.4752,10,0,,,,,,,1,0,,,,,
1989-04-16,46.0,4762903.0,Oh! Calcutta!,Edison Theatre,32792,,14.48,,2265,499,0.4539,10,0,,,,,,,1,0,,,,,
1989-04-23,47.0,4899496.0,Oh! Calcutta!,Edison Theatre,35533,,14.55,,2442,499,0.6117,8,0,,,,,,,1,0,,,,,
1989-04-30,48.0,4856468.0,Oh! Calcutta!,Edison Theatre,39558,,14.96,,2645,499,0.5301,10,0,,,,,,,1,0,,,,,
1989-05-07,49.0,5136244.0,Oh! Calcutta!,Edison Theatre,54232,,14.95,,3628,499,0.7271,10,0,,,,,,,1,0,,,,,
1989-05-14,50.0,4822353.0,Oh! Calcutta!,Edison Theatre,41997,,15.02,,2797,499,0.5605,10,0,,,,,,,1,0,,,,,
1989-05-21,51.0,5072697.0,Oh! Calcutta!,Edison Theatre,41271,,14.95,,2760,499,0.5531,10,0,,,,,,,1,0,,,,,
1989-05-28,52.0,4916012.0,Oh! Calcutta!,Edison Theatre,45943,,15.01,,3060,499,0.6132,10,0,,,,,,,1,0,,,,,
1989-06-04,1.0,4210982.0,Oh! Calcutta!,Edison Theatre,36870,,14.58,,2529,499,0.6335,8,0,,,,,,,1,0,,,,,
1989-06-11,2.0,4707853.0,Oh! Calcutta!,Edison Theatre,41291,,14.96,,2760,499,0.6914,8,0,,,,,,,1,0,,,,,
1989-06-18,3.0,4921525.0,Oh! Calcutta!,Edison Theatre,42085,,14.98,,2809,499,0.7037,8,0,,,,,,,1,0,,,,,
1989-06-25,4.0,4849297.0,Oh! Calcutta!,Edison Theatre,37272,,14.62,,2549,499,0.6385,8,0,,,,,,,1,0,,,,,
1989-07-02,5.0,4635963.0,Oh! Calcutta!,Edison Theatre,36686,,14.51,,2528,499,0.6333,8,0,,,,,,,1,0,,,,,
1989-07-09,6.0,3793064.0,Oh! Calcutta!,Edison Theatre,35065,,14.5,,2419,499,0.606,8,0,,,,,,,1,0,,,,,
1989-07-16,7.0,4182058.0,Oh! Calcutta!,Edison Theatre,36179,,14.52,,2492,499,0.6242,8,0,,,,,,,1,0,,,,,
1989-07-23,8.0,4241400.0,Oh! Calcutta!,Edison Theatre,37135,,14.54,,2554,499,0.6398,8,0,,,,,,,1,0,,,,,
1989-07-30,9.0,4291088.0,Oh! Calcutta!,Edison Theatre,42452,,14.6,,2908,499,0.7285,8,0,,,,,,,1,0,,,,,
1989-08-06,10.0,4396469.0,Oh! Calcutta!,Edison Theatre,96112,,20.5,,4688,499,1.1743,8,0,,,,,,,1,0,,,,,
2016-09-25,18.0,22165298.69,"Oh, Hello on Broadway",Lyceum Theatre,247237,288529,100.67,248,2456,911,0.8986,0,3,,,,,,,1,0,,,,,
2016-10-02,19.0,22824768.82,"Oh, Hello on Broadway",Lyceum Theatre,396561.2,646381,75.64,248,5243,911,0.8222,0,7,,,,,,,1,0,,,,,
2016-10-09,20.0,25903635.94,"Oh, Hello on Broadway",Lyceum Theatre,416495.3,735844,68.66,248,6066,911,0.8323,0,8,,,,,,,1,0,,,,,
2016-10-16,21.0,25369049.51,"Oh, Hello on Broadway",Lyceum Theatre,464656.4,744484,74.01,248,6278,911,0.8614,8,0,,,,,,,1,0,,,,,
2016-10-23,22.0,27441874.45,"Oh, Hello on Broadway",Lyceum Theatre,545027.5,754236,86.7,248,6286,911,0.8625,8,0,,,,,,,1,0,,,,,
2016-10-30,23.0,25194007.33,"Oh, Hello on Broadway",Lyceum Theatre,492715.24,745596,79.38,248,6207,911,0.8517,8,0,,,,,,,1,0,,,,,
2016-11-06,24.0,25378948.08,"Oh, Hello on Broadway",Lyceum Theatre,485191.3,754318,84.35,248,5752,911,0.7892,8,0,,,,,,,1,0,,,,,
2016-11-13,25.0,28880196.45,"Oh, Hello on Broadway",Lyceum Theatre,540864.65,754318,86.48,248,6254,911,0.8581,8,0,,,,,,,1,0,,,,,
2016-11-20,26.0,26762454.2,"Oh, Hello on Broadway",Lyceum Theatre,503822.9,754318,84.39,248,5970,911,0.8192,8,0,,,,,,,1,0,,,,,
2016-11-27,27.0,35280351.26,"Oh, Hello on Broadway",Lyceum Theatre,618812.46,754318,98.6,248,6276,911,0.8611,8,0,,,,,,,1,0,,,,,
2016-12-04,28.0,29035901.85,"Oh, Hello on Broadway",Lyceum Theatre,539524.85,754318,83,248,6500,911,0.8919,8,0,,,,,,,1,0,,,,,
2016-12-11,29.0,31357485.42,"Oh, Hello on Broadway",Lyceum Theatre,574018.9,754318,87.65,248,6549,911,0.8986,8,0,,,,,,,1,0,,,,,
2016-12-18,30.0,30541917.65,"Oh, Hello on Broadway",Lyceum Theatre,606841.45,754318,88.53,248,6855,911,0.9406,8,0,,,,,,,1,0,,,,,
2016-12-25,31.0,30413711.35,"Oh, Hello on Broadway",Lyceum Theatre,543156,658899,96.75,248,5614,911,0.8804,7,0,,,,,,,1,0,,,,,
2017-01-01,32.0,49710189.78,"Oh, Hello on Broadway",Lyceum Theatre,911601.7,840573,111.89,248,8147,911,0.9937,9,0,,,,,,,1,0,,,,,
2017-01-08,33.0,29567891.31,"Oh, Hello on Broadway",Lyceum Theatre,706472.5,754318,98.75,248,7154,911,0.9816,8,0,,,,,,,1,0,,,,,
2017-01-15,34.0,25872048.71,"Oh, Hello on Broadway",Lyceum Theatre,762605.45,754318,104.7,248,7284,911,0.9995,8,0,,,,,,,1,0,,,,,
2017-01-22,35.0,21686611.83,"Oh, Hello on Broadway",Lyceum Theatre,804512.9,754318,110.25,248,7297,911,1.0012,8,0,,,,,,,1,0,,,,,
1990-10-21,20.0,4837676.0,"Oh, Kay!",Lunt-Fontanne Theatre,186531,,23.28,,8014,1328,0.7543,0,8,,,,,,,1,0,,,,,
1990-10-28,21.0,5170676.0,"Oh, Kay!",Lunt-Fontanne Theatre,186906,,20.12,,9289,1328,0.8743,0,8,,,,,,,1,0,,,,,
1990-11-04,22.0,5149724.0,"Oh, Kay!",Lunt-Fontanne Theatre,150711,,23.81,,6330,1328,0.5958,5,3,,,,,,,1,0,,,,,
1990-11-11,23.0,5952579.0,"Oh, Kay!",Lunt-Fontanne Theatre,212084,,25.71,,8250,1328,0.7765,8,0,,,,,,,1,0,,,,,
1990-11-18,24.0,5688433.0,"Oh, Kay!",Lunt-Fontanne Theatre,211938,,35.29,,6006,1328,0.5653,8,0,,,,,,,1,0,,,,,
1990-11-25,25.0,6581462.0,"Oh, Kay!",Lunt-Fontanne Theatre,224024,,38.64,,5798,1328,0.5457,8,0,,,,,,,1,0,,,,,
1990-12-02,26.0,6094482.0,"Oh, Kay!",Lunt-Fontanne Theatre,206079,,35.48,,5809,1328,0.5468,8,0,,,,,,,1,0,,,,,
1990-12-09,27.0,6569128.0,"Oh, Kay!",Lunt-Fontanne Theatre,242414,,35.43,,6842,1328,0.644,8,0,,,,,,,1,0,,,,,
1990-12-16,28.0,5840236.0,"Oh, Kay!",Lunt-Fontanne Theatre,186644,,29.31,,6368,1328,0.5994,8,0,,,,,,,1,0,,,,,
1990-12-23,29.0,5453697.0,"Oh, Kay!",Lunt-Fontanne Theatre,129996,,26.78,,4854,1328,0.4569,8,0,,,,,,,1,0,,,,,
1990-12-30,30.0,7104052.0,"Oh, Kay!",Lunt-Fontanne Theatre,279983,,45.93,,6096,1328,0.5738,8,0,,,,,,,1,0,,,,,
1991-01-06,31.0,6130790.0,"Oh, Kay!",Lunt-Fontanne Theatre,153555,,35.57,,4317,1328,0.4063,8,0,,,,,,,1,0,,,,,
1991-04-07,44.0,5752335.0,"Oh, Kay!",Lunt-Fontanne Theatre,63529,,9.51,,6681,1492,0.5597,0,8,,,,,,,1,0,,,,,
1991-04-14,45.0,5131222.0,"Oh, Kay!",Lunt-Fontanne Theatre,56798,,12.38,,4588,1492,0.3844,0,8,,,,,,,1,0,,,,,
2024-06-30,,,"Oh, Mary!",Lyceum Theatre,"$420,648.00 ",,$97.35 ,$298.00 ,"4,321",902,95.81%,0,5,,,,,,,1,0,,,,,
2024-07-07,,,"Oh, Mary!",Lyceum Theatre,"$676,213.00 ",,$125.92 ,$298.00 ,"5,370",895,100.00%,0,6,,,,,,,1,0,,,,,
2024-07-14,,,"Oh, Mary!",Lyceum Theatre,"$667,143.00 ",,$106.49 ,$298.00 ,"6,265",895,100.00%,4,3,,,,,,,1,0,,,,,
2024-07-21,,,"Oh, Mary!",Lyceum Theatre,"$1,054,998.00 ",,$147.35 ,$329.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-07-28,,,"Oh, Mary!",Lyceum Theatre,"$1,052,882.00 ",,$147.05 ,$329.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-08-04,,,"Oh, Mary!",Lyceum Theatre,"$1,048,173.00 ",,$146.39 ,$329.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-08-11,,,"Oh, Mary!",Lyceum Theatre,"$1,044,095.04 ",,$145.82 ,$329.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-08-18,,,"Oh, Mary!",Lyceum Theatre,"$1,056,794.00 ",,$147.60 ,$329.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
2024-08-25,,,"Oh, Mary!",Lyceum Theatre,"$1,082,372.00 ",,$151.17 ,$329.00 ,"7,160",895,100.00%,8,0,,,,,,,1,0,,,,,
