week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,genre,cast,creative_team,first_preview,opening_date,closing_date,run_number,is_revival,tony_nominations,tony_wins,has_pulitzer,has_drama_desk_win,awards_detail
1997-05-18,51.0,11239444.0,Annie,Martin Beck Theatre,394202,,50.89,75,7746,1422,0.6809,8,0,,,,,,,1,0,,,,,
1997-05-25,52.0,11486953.0,Annie,Martin Beck Theatre,426984,,53.84,75,7931,1422,0.6972,8,0,,,,,,,1,0,,,,,
1997-06-01,53.0,10020843.0,Annie,Martin Beck Theatre,353187,,49.35,75,7157,1422,0.6291,8,0,,,,,,,1,0,,,,,
1997-06-08,1.0,10472154.0,Annie,Martin Beck Theatre,456186,711527,53.19,75,8577,1422,0.754,8,0,,,,,,,1,0,,,,,
1997-06-15,2.0,10160637.0,Annie,Martin Beck Theatre,455660,711527,52.56,75,8670,1422,0.7621,8,0,,,,,,,1,0,,,,,
1997-06-22,3.0,10954864.0,Annie,Martin Beck Theatre,468437,711527,51.23,75,9143,1422,0.8037,8,0,,,,,,,1,0,,,,,
1997-06-29,4.0,11004135.0,Annie,Martin Beck Theatre,480017,711527,50.63,75,9481,1422,0.8334,8,0,,,,,,,1,0,,,,,
1997-07-06,5.0,9043708.0,Annie,Martin Beck Theatre,397588,711527,45.02,75,8831,1422,0.7763,8,0,,,,,,,1,0,,,,,
1997-07-13,6.0,9628639.0,Annie,Martin Beck Theatre,385024,711527,55.73,75,6909,1422,0.6073,8,0,,,,,,,1,0,,,,,
1997-07-20,7.0,9449380.0,Annie,Martin Beck Theatre,395689,711527,52.01,75,7608,1422,0.6688,8,0,,,,,,,1,0,,,,,
1997-07-27,8.0,9834085.0,Annie,Martin Beck Theatre,410908,711527,54.32,75,7564,1422,0.6649,8,0,,,,,,,1,0,,,,,
1997-08-03,9.0,9289595.0,Annie,Martin Beck Theatre,412575,711527,54.07,75,7631,1422,0.6708,8,0,,,,,,,1,0,,,,,
1997-08-10,10.0,9523596.0,Annie,Martin Beck Theatre,420764,711527,53.02,75,7936,1422,0.6976,8,0,,,,,,,1,0,,,,,
1997-08-17,11.0,9690945.0,Annie,Martin Beck Theatre,413086,711527,53.18,75,7767,1422,0.6828,8,0,,,,,,,1,0,,,,,
1997-08-24,12.0,9402211.0,Annie,Martin Beck Theatre,410853,711527,52.53,75,7821,1422,0.6875,8,0,,,,,,,1,0,,,,,
1997-08-31,13.0,9422926.0,Annie,Martin Beck Theatre,425022,711527,52.12,75,8154,1422,0.7168,8,0,,,,,,,1,0,,,,,
1997-09-07,14.0,6868119.0,Annie,Martin Beck Theatre,229693,711527,47.17,75,4869,1422,0.428,8,0,,,,,,,1,0,,,,,
1997-09-14,15.0,7661776.0,Annie,Martin Beck Theatre,272313,711527,43.16,75,6309,1422,0.5546,8,0,,,,,,,1,0,,,,,
1997-09-21,16.0,8111399.0,Annie,Martin Beck Theatre,330136,711527,43.61,75,7570,1422,0.6654,8,0,,,,,,,1,0,,,,,
1997-09-28,17.0,8391224.0,Annie,Martin Beck Theatre,272407,711527,43.73,75,6230,1422,0.5476,8,0,,,,,,,1,0,,,,,
1997-10-05,18.0,8443229.0,Annie,Martin Beck Theatre,313372,711527,49.06,75,6387,1422,0.5614,8,0,,,,,,,1,0,,,,,
1997-10-12,19.0,9554829.0,Annie,Martin Beck Theatre,363035,711527,48.63,75,7465,1422,0.6562,8,0,,,,,,,1,0,,,,,
1997-10-19,20.0,10541144.0,Annie,Martin Beck Theatre,360079,711527,52.38,75,6874,1422,0.6043,8,0,,,,,,,1,0,,,,,
2012-10-07,19.0,20107208.0,Annie,Palace Theatre,560928,859960,77.4,250,7247,1708,0.8486,0,5,,,,,,,2,1,,,,,
2012-10-14,20.0,20614959.0,Annie,Palace Theatre,647763,1180632,74.39,250,8708,1668,0.7458,0,7,,,,,,,2,1,,,,,
2012-10-21,21.0,22023790.0,Annie,Palace Theatre,733956,1353268,71.02,250,10335,1668,0.7745,0,8,,,,,,,2,1,,,,,
2012-10-28,22.0,20083786.0,Annie,Palace Theatre,703126,1353268,71.73,250,9802,1668,0.7346,0,8,,,,,,,2,1,,,,,
2012-11-04,23.0,13578727.0,Annie,Palace Theatre,638714,1202852,70.59,250,9048,1668,0.7749,0,7,,,,,,,2,1,,,,,
2012-11-11,24.0,19598834.0,Annie,Palace Theatre,872700,1240252,81.08,250,10763,1668,0.8066,5,3,,,,,,,2,1,,,,,
2012-11-18,25.0,20881277.0,Annie,Palace Theatre,883946,1415728,88.75,250,9960,1708,0.7289,8,0,,,,,,,2,1,,,,,
2012-11-25,26.0,27019879.0,Annie,Palace Theatre,1499879,1415728,116.28,250,12899,1708,0.944,8,0,,,,,,,2,1,,,,,
2012-12-02,27.0,22154855.0,Annie,Palace Theatre,948150,1415728,92.92,250,10204,1708,0.7468,8,0,,,,,,,2,1,,,,,
2012-12-09,28.0,23837825.0,Annie,Palace Theatre,1058727,1415728,93.69,250,11300,1708,0.827,8,0,,,,,,,2,1,,,,,
2012-12-16,29.0,23488098.0,Annie,Palace Theatre,1081871,1415728,92.05,250,11753,1708,0.8601,8,0,,,,,,,2,1,,,,,
2012-12-23,30.0,25850278.0,Annie,Palace Theatre,1156962,1415728,103.71,250,11156,1708,0.8165,8,0,,,,,,,2,1,,,,,
2012-12-30,31.0,37441497.0,Annie,Palace Theatre,2054848,2164680,138.26,250,14862,1708,0.9668,9,0,,,,,,,2,1,,,,,
2013-01-06,32.0,24501266.0,Annie,Palace Theatre,1252683,1220932,99.66,250,12570,1708,0.9199,8,0,,,,,,,2,1,,,,,
2013-01-13,33.0,17802128.0,Annie,Palace Theatre,822129,1398648,95.79,250,8583,1708,0.6281,8,0,,,,,,,2,1,,,,,
2013-01-20,34.0,19579647.0,Annie,Palace Theatre,902883,1398648,94.73,250,9531,1708,0.6975,8,0,,,,,,,2,1,,,,,
2013-01-27,35.0,17182846.0,Annie,Palace Theatre,1026892,1398648,87.8,250,11696,1708,0.856,8,0,,,,,,,2,1,,,,,
2013-02-03,36.0,16564313.0,Annie,Palace Theatre,821246,1398648,83.21,250,9870,1708,0.7223,8,0,,,,,,,2,1,,,,,
2013-02-10,37.0,15048037.0,Annie,Palace Theatre,696830,1398648,81.94,250,8504,1708,0.6224,8,0,,,,,,,2,1,,,,,
2013-02-17,38.0,19053140.0,Annie,Palace Theatre,954565,1398648,91.91,250,10386,1708,0.7601,8,0,,,,,,,2,1,,,,,
2013-02-24,39.0,18315911.0,Annie,Palace Theatre,972128,1398648,88.6,250,10972,1708,0.803,8,0,,,,,,,2,1,,,,,
2013-03-03,40.0,17192696.0,Annie,Palace Theatre,902794,1398648,76.62,250,11782,1708,0.8623,8,0,,,,,,,2,1,,,,,
2013-03-10,41.0,18085585.0,Annie,Palace Theatre,790117,1398648,80.74,250,9786,1708,0.7162,8,0,,,,,,,2,1,,,,,
2013-03-17,42.0,20821014.0,Annie,Palace Theatre,814915,1398648,84.46,250,9648,1708,0.7061,8,0,,,,,,,2,1,,,,,
2013-03-24,43.0,21709084.0,Annie,Palace Theatre,941132,1398648,86.29,250,10906,1708,0.7982,8,0,,,,,,,2,1,,,,,
2013-03-31,44.0,28531069.0,Annie,Palace Theatre,1294508,1398648,96.61,250,13400,1708,0.9807,8,0,,,,,,,2,1,,,,,
2013-04-07,45.0,25899689.0,Annie,Palace Theatre,1120203,1398648,90.3,250,12406,1708,0.9079,8,0,,,,,,,2,1,,,,,
2013-04-14,46.0,23143560.0,Annie,Palace Theatre,767197,1398648,85.52,250,8971,1708,0.6565,8,0,,,,,,,2,1,,,,,
2013-04-21,47.0,24719511.0,Annie,Palace Theatre,813203,1398648,86.48,250,9403,1708,0.6882,8,0,,,,,,,2,1,,,,,
2013-04-28,48.0,24616128.0,Annie,Palace Theatre,713108,1398648,82.79,250,8613,1708,0.6303,8,0,,,,,,,2,1,,,,,
2013-05-05,49.0,24611043.0,Annie,Palace Theatre,648007,1398648,78.22,250,8284,1708,0.6063,8,0,,,,,,,2,1,,,,,
2013-05-12,50.0,24246233.0,Annie,Palace Theatre,743412,1398648,82.88,250,8970,1708,0.6565,8,0,,,,,,,2,1,,,,,
2013-05-19,51.0,24657288.0,Annie,Palace Theatre,842272,1398648,77.6,250,10854,1708,0.7944,8,0,,,,,,,2,1,,,,,
2013-05-26,52.0,25537731.0,Annie,Palace Theatre,975730,1398648,81.48,250,11975,1708,0.8764,8,0,,,,,,,2,1,,,,,
2013-06-02,1.0,23307202.0,Annie,Palace Theatre,800490,1398648,83.78,250,9555,1708,0.6993,8,0,,,,,,,2,1,,,,,
2013-06-09,2.0,23361634.0,Annie,Palace Theatre,892876,1398648,80.57,250,11082,1708,0.811,8,0,,,,,,,2,1,,,,,
2013-06-16,3.0,24770173.0,Annie,Palace Theatre,962027,1398648,85.8,250,11212,1708,0.8206,8,0,,,,,,,2,1,,,,,
2013-06-23,4.0,24116853.0,Annie,Palace Theatre,1088083,1398648,88.04,250,12359,1708,0.9045,8,0,,,,,,,2,1,,,,,
2013-06-30,5.0,24997387.0,Annie,Palace Theatre,1112304,1398648,88.46,250,12574,1708,0.9202,8,0,,,,,,,2,1,,,,,
2013-07-07,6.0,22845378.0,Annie,Palace Theatre,1069807,1398648,85.99,250,12441,1708,0.9105,8,0,,,,,,,2,1,,,,,
2013-07-14,7.0,23190353.0,Annie,Palace Theatre,1131833,1398648,88.38,250,12807,1708,0.9373,8,0,,,,,,,2,1,,,,,
2013-07-21,8.0,23614761.0,Annie,Palace Theatre,956255,1398648,83.08,250,11510,1708,0.8424,8,0,,,,,,,2,1,,,,,
2013-07-28,9.0,24169059.0,Annie,Palace Theatre,968295,1398648,83.39,250,11612,1708,0.8498,8,0,,,,,,,2,1,,,,,
2013-08-04,10.0,23003242.0,Annie,Palace Theatre,942089,1398648,83.75,250,11249,1708,0.8233,8,0,,,,,,,2,1,,,,,
2013-08-11,11.0,23335896.0,Annie,Palace Theatre,907382,1398648,82.24,250,11033,1708,0.8075,8,0,,,,,,,2,1,,,,,
2013-08-18,12.0,21839391.0,Annie,Palace Theatre,806640,1398648,80.87,250,9975,1708,0.73,8,0,,,,,,,2,1,,,,,
2013-08-25,13.0,20604712.0,Annie,Palace Theatre,747017,1398648,78.94,250,9463,1708,0.6926,8,0,,,,,,,2,1,,,,,
2013-09-01,14.0,20496643.0,Annie,Palace Theatre,720823,1398648,80.06,250,9003,1708,0.6589,8,0,,,,,,,2,1,,,,,
2013-09-08,15.0,18374971.0,Annie,Palace Theatre,595536,1235666,70.06,250,8500,1421,0.7477,8,0,,,,,,,2,1,,,,,
2013-09-15,16.0,18556318.0,Annie,Palace Theatre,467612,1235666,67.37,250,6941,1421,0.6106,8,0,,,,,,,2,1,,,,,
2013-09-22,17.0,19497282.0,Annie,Palace Theatre,412001,1235666,77.04,250,5348,1421,0.4704,8,0,,,,,,,2,1,,,,,
2013-09-29,18.0,19453422.0,Annie,Palace Theatre,441059,1235666,69.79,250,6320,1421,0.5559,8,0,,,,,,,2,1,,,,,
2013-10-06,19.0,21422658.0,Annie,Palace Theatre,478876,1235666,74.98,250,6387,1421,0.5618,8,0,,,,,,,2,1,,,,,
2013-10-13,20.0,24614028.0,Annie,Palace Theatre,735228,1235666,80.07,250,9182,1421,0.8077,8,0,,,,,,,2,1,,,,,
2013-10-20,21.0,24038298.0,Annie,Palace Theatre,708039,1235666,77.15,250,9177,1421,0.8073,8,0,,,,,,,2,1,,,,,
2013-10-27,22.0,23158296.0,Annie,Palace Theatre,654875,1235666,73.37,250,8926,1421,0.7852,8,0,,,,,,,2,1,,,,,
2013-11-03,23.0,22476713.0,Annie,Palace Theatre,534060,1235666,73.19,250,7297,1421,0.6419,8,0,,,,,,,2,1,,,,,
2013-11-10,24.0,25659020.0,Annie,Palace Theatre,838833,1235666,79.37,250,10569,1421,0.9297,8,0,,,,,,,2,1,,,,,
2013-11-17,25.0,24670333.0,Annie,Palace Theatre,619968,1235666,80.28,250,7723,1421,0.6794,8,0,,,,,,,2,1,,,,,
2013-11-24,26.0,23426996.0,Annie,Palace Theatre,730228,1235666,81.81,250,8926,1421,0.7852,8,0,,,,,,,2,1,,,,,
2013-12-01,27.0,31531069.0,Annie,Palace Theatre,1229595,1786498,105.64,250,11640,1421,0.9102,9,0,,,,,,,2,1,,,,,
2013-12-08,28.0,27935666.0,Annie,Palace Theatre,928775,1235666,88.16,250,10535,1421,0.9267,8,0,,,,,,,2,1,,,,,
2013-12-15,29.0,26577883.0,Annie,Palace Theatre,921884,1235666,86.28,250,10685,1421,0.9399,8,0,,,,,,,2,1,,,,,
2013-12-22,30.0,27539205.0,Annie,Palace Theatre,1037800,1235666,87.73,250,11830,1421,1.0406,8,0,,,,,,,2,1,,,,,
2013-12-29,31.0,38783854.0,Annie,Palace Theatre,1566847,1235666,118.47,250,13226,1708,0.9679,8,0,,,,,,,2,1,,,,,
2014-01-05,32.0,31143671.0,Annie,Palace Theatre,1387296,1235666,101.86,250,13619,1708,0.9967,8,0,,,,,,,2,1,,,,,
1999-02-07,36.0,10105010.0,Annie Get Your Gun,Marquis Theatre,454128,790214,43.14,75,10527,1595,0.825,0,8,,,,,,,1,0,,,,,
1999-02-14,37.0,11363192.0,Annie Get Your Gun,Marquis Theatre,529401,790214,51.98,75,10184,1595,0.7981,0,8,,,,,,,1,0,,,,,
1999-02-21,38.0,12137827.0,Annie Get Your Gun,Marquis Theatre,636957,790214,56.73,75,11227,1595,0.8799,0,8,,,,,,,1,0,,,,,
1999-02-28,39.0,10644765.0,Annie Get Your Gun,Marquis Theatre,458359,790214,46.8,75,9794,1595,0.7676,0,8,,,,,,,1,0,,,,,
1999-03-07,40.0,10338437.0,Annie Get Your Gun,Marquis Theatre,537157,790214,45.51,75,11802,1595,0.9249,5,3,,,,,,,1,0,,,,,
1999-03-14,41.0,11542962.0,Annie Get Your Gun,Marquis Theatre,611897,790214,53.76,75,11382,1595,0.892,8,0,,,,,,,1,0,,,,,
1999-03-21,42.0,12008523.0,Annie Get Your Gun,Marquis Theatre,697190,790214,59.82,75,11654,1595,0.9133,8,0,,,,,,,1,0,,,,,
1999-03-28,43.0,12220782.0,Annie Get Your Gun,Marquis Theatre,715828,790214,60.89,75,11756,1595,0.9213,8,0,,,,,,,1,0,,,,,
1999-04-04,44.0,13242378.0,Annie Get Your Gun,Marquis Theatre,721667,790214,63.38,75,11387,1595,0.8924,8,0,,,,,,,1,0,,,,,
1999-04-11,45.0,14907054.0,Annie Get Your Gun,Marquis Theatre,790515,790214,62.61,75,12627,1595,0.9896,8,0,,,,,,,1,0,,,,,
1999-04-18,46.0,12489038.0,Annie Get Your Gun,Marquis Theatre,659377,790214,61.25,75,10766,1595,0.8437,8,0,,,,,,,1,0,,,,,
1999-04-25,47.0,13443407.0,Annie Get Your Gun,Marquis Theatre,730410,790214,59.52,75,12272,1595,0.9618,8,0,,,,,,,1,0,,,,,
1999-05-02,48.0,12811794.0,Annie Get Your Gun,Marquis Theatre,666578,790214,58.87,75,11322,1595,0.8873,8,0,,,,,,,1,0,,,,,
1999-05-09,49.0,12503505.0,Annie Get Your Gun,Marquis Theatre,650402,790214,58.99,75,11025,1595,0.864,8,0,,,,,,,1,0,,,,,
1999-05-16,50.0,12856184.0,Annie Get Your Gun,Marquis Theatre,684790,790214,60.01,75,11411,1595,0.8943,8,0,,,,,,,1,0,,,,,
1999-05-23,51.0,13127814.0,Annie Get Your Gun,Marquis Theatre,705603,790214,62.08,75,11366,1595,0.8908,8,0,,,,,,,1,0,,,,,
1999-05-30,52.0,12710139.0,Annie Get Your Gun,Marquis Theatre,687626,790214,59.17,75,11622,1595,0.9108,8,0,,,,,,,1,0,,,,,
1999-06-06,1.0,11395108.0,Annie Get Your Gun,Marquis Theatre,680318,790214,58.16,75,11697,1595,0.9167,8,0,,,,,,,1,0,,,,,
1999-06-13,2.0,12401995.0,Annie Get Your Gun,Marquis Theatre,708661,790214,62.76,75,11292,1595,0.885,8,0,,,,,,,1,0,,,,,
1999-06-20,3.0,11566274.0,Annie Get Your Gun,Marquis Theatre,756287,790214,63.51,75,11908,1595,0.9332,8,0,,,,,,,1,0,,,,,
1999-06-27,4.0,11609306.0,Annie Get Your Gun,Marquis Theatre,796706,790214,63.78,75,12491,1595,0.9789,8,0,,,,,,,1,0,,,,,
1999-07-04,5.0,9542931.0,Annie Get Your Gun,Marquis Theatre,647570,790214,63.59,75,10184,1595,0.7981,8,0,,,,,,,1,0,,,,,
1999-07-11,6.0,10451869.0,Annie Get Your Gun,Marquis Theatre,677027,790214,63.72,75,10625,1595,0.8327,8,0,,,,,,,1,0,,,,,
1999-07-18,7.0,10927895.0,Annie Get Your Gun,Marquis Theatre,734638,790214,63.82,75,11511,1595,0.9021,8,0,,,,,,,1,0,,,,,
1999-07-25,8.0,10015649.0,Annie Get Your Gun,Marquis Theatre,723384,790214,63.57,75,11380,1595,0.8918,8,0,,,,,,,1,0,,,,,
1999-08-01,9.0,9969695.0,Annie Get Your Gun,Marquis Theatre,706473,790214,63.29,75,11163,1595,0.8748,8,0,,,,,,,1,0,,,,,
1999-08-08,10.0,10410887.0,Annie Get Your Gun,Marquis Theatre,731872,790214,63.94,75,11447,1595,0.8971,8,0,,,,,,,1,0,,,,,
1999-08-15,11.0,10346517.0,Annie Get Your Gun,Marquis Theatre,733400,790214,63.48,75,11554,1595,0.9055,8,0,,,,,,,1,0,,,,,
1999-08-22,12.0,10190840.0,Annie Get Your Gun,Marquis Theatre,690021,790214,63.3,75,10901,1595,0.8543,8,0,,,,,,,1,0,,,,,
1999-08-29,13.0,9716422.0,Annie Get Your Gun,Marquis Theatre,662979,790214,63.57,75,10429,1595,0.8173,8,0,,,,,,,1,0,,,,,
1999-09-05,14.0,8326196.0,Annie Get Your Gun,Marquis Theatre,671363,790214,60.38,75,11119,1595,0.8714,8,0,,,,,,,1,0,,,,,
1999-09-12,15.0,7319128.0,Annie Get Your Gun,Marquis Theatre,572885,790214,57.91,75,9892,1595,0.7752,8,0,,,,,,,1,0,,,,,
1999-09-19,16.0,7939904.0,Annie Get Your Gun,Marquis Theatre,626842,790214,56.48,75,11099,1595,0.8698,8,0,,,,,,,1,0,,,,,
1999-09-26,17.0,8492338.0,Annie Get Your Gun,Marquis Theatre,671035,790214,56.04,75,11975,1595,0.9385,8,0,,,,,,,1,0,,,,,
1999-10-03,18.0,9129455.0,Annie Get Your Gun,Marquis Theatre,702949,790214,56.58,75,12423,1595,0.9736,8,0,,,,,,,1,0,,,,,
1999-10-10,19.0,10298032.0,Annie Get Your Gun,Marquis Theatre,719539,790214,59.49,75,12096,1595,0.948,8,0,,,,,,,1,0,,,,,
1999-10-17,20.0,9974042.0,Annie Get Your Gun,Marquis Theatre,745414,790214,60.85,75,12251,1595,0.9601,8,0,,,,,,,1,0,,,,,
1999-10-24,21.0,10209526.0,Annie Get Your Gun,Marquis Theatre,739158,790214,59.98,75,12324,1595,0.9658,8,0,,,,,,,1,0,,,,,
1999-10-31,22.0,9767015.0,Annie Get Your Gun,Marquis Theatre,626556,790214,58.52,75,10707,1595,0.8391,8,0,,,,,,,1,0,,,,,
1999-11-07,23.0,10855245.0,Annie Get Your Gun,Marquis Theatre,637131,790214,59.16,75,10770,1595,0.844,8,0,,,,,,,1,0,,,,,
1999-11-14,24.0,12023920.0,Annie Get Your Gun,Marquis Theatre,703423,790214,60.39,75,11648,1595,0.9129,8,0,,,,,,,1,0,,,,,
1999-11-21,25.0,11675418.0,Annie Get Your Gun,Marquis Theatre,670534,790214,60.07,75,11162,1595,0.8748,8,0,,,,,,,1,0,,,,,
1999-11-28,26.0,14250553.0,Annie Get Your Gun,Marquis Theatre,831859,790214,65.13,75,12772,1595,1.0009,8,0,,,,,,,1,0,,,,,
1999-12-05,27.0,12925080.0,Annie Get Your Gun,Marquis Theatre,736921,790214,60.94,75,12093,1595,0.9477,8,0,,,,,,,1,0,,,,,
1999-12-12,28.0,13862145.0,Annie Get Your Gun,Marquis Theatre,761673,790214,61.71,75,12343,1595,0.9673,8,0,,,,,,,1,0,,,,,
1999-12-19,29.0,12925904.0,Annie Get Your Gun,Marquis Theatre,701079,790214,61.14,75,11466,1595,0.8986,8,0,,,,,,,1,0,,,,,
1999-12-26,30.0,11481640.0,Annie Get Your Gun,Marquis Theatre,513675,790214,57.09,75,8998,1595,0.7052,8,0,,,,,,,1,0,,,,,
2000-01-02,31.0,15002509.0,Annie Get Your Gun,Marquis Theatre,607597,790214,60.6,75,10026,1595,0.7857,8,0,,,,,,,1,0,,,,,
2000-01-09,32.0,11551696.0,Annie Get Your Gun,Marquis Theatre,463242,790214,57.45,75,8063,1595,0.6319,8,0,,,,,,,1,0,,,,,
2000-01-16,33.0,11367180.0,Annie Get Your Gun,Marquis Theatre,507967,790214,58.81,75,8637,1595,0.6769,8,0,,,,,,,1,0,,,,,
2000-01-23,34.0,9431357.0,Annie Get Your Gun,Marquis Theatre,499154,790214,54.51,75,9157,1595,0.7176,8,0,,,,,,,1,0,,,,,
2000-01-30,35.0,8967753.0,Annie Get Your Gun,Marquis Theatre,506566,790214,50.64,75,10004,1595,0.784,8,0,,,,,,,1,0,,,,,
2000-02-06,36.0,8885762.0,Annie Get Your Gun,Marquis Theatre,471339,790214,50.86,75,9267,1595,0.7263,8,0,,,,,,,1,0,,,,,
2000-02-13,37.0,9612696.0,Annie Get Your Gun,Marquis Theatre,483060,790214,54.03,75,8941,1595,0.7007,8,0,,,,,,,1,0,,,,,
2000-02-20,38.0,10600015.0,Annie Get Your Gun,Marquis Theatre,570005,790214,54.98,75,10367,1595,0.8125,8,0,,,,,,,1,0,,,,,
2000-02-27,39.0,11140318.0,Annie Get Your Gun,Marquis Theatre,626106,790214,55.98,75,11185,1595,0.8766,8,0,,,,,,,1,0,,,,,
2000-03-05,40.0,10346600.0,Annie Get Your Gun,Marquis Theatre,495913,790214,54.77,75,9055,1595,0.7096,8,0,,,,,,,1,0,,,,,
2000-03-12,41.0,12211988.0,Annie Get Your Gun,Marquis Theatre,611914,790214,55.81,75,10965,1595,0.8593,8,0,,,,,,,1,0,,,,,
2000-03-19,42.0,13404260.0,Annie Get Your Gun,Marquis Theatre,729663,790214,58.33,75,12510,1595,0.9804,8,0,,,,,,,1,0,,,,,
2000-03-26,43.0,14000015.0,Annie Get Your Gun,Marquis Theatre,650218,790214,57.86,75,11238,1595,0.8807,8,0,,,,,,,1,0,,,,,
2000-04-02,44.0,14275973.0,Annie Get Your Gun,Marquis Theatre,645555,790214,58.1,75,11111,1595,0.8708,8,0,,,,,,,1,0,,,,,
2000-04-09,45.0,14470565.0,Annie Get Your Gun,Marquis Theatre,591576,790214,55.32,75,10694,1595,0.8381,8,0,,,,,,,1,0,,,,,
2000-04-16,46.0,15048090.0,Annie Get Your Gun,Marquis Theatre,618503,790214,58.23,75,10622,1595,0.8324,8,0,,,,,,,1,0,,,,,
2000-04-23,47.0,16933544.0,Annie Get Your Gun,Marquis Theatre,756777,790214,61.71,75,12263,1595,0.9611,8,0,,,,,,,1,0,,,,,
2000-04-30,48.0,16791274.0,Annie Get Your Gun,Marquis Theatre,717304,790214,57.65,75,12442,1595,0.9751,8,0,,,,,,,1,0,,,,,
2000-05-07,49.0,14842180.0,Annie Get Your Gun,Marquis Theatre,564477,790214,56.73,75,9950,1595,0.7798,8,0,,,,,,,1,0,,,,,
2000-05-14,50.0,14446692.0,Annie Get Your Gun,Marquis Theatre,568572,790214,55.67,75,10214,1595,0.8005,8,0,,,,,,,1,0,,,,,
2000-05-21,51.0,15138273.0,Annie Get Your Gun,Marquis Theatre,635125,790214,57.87,75,10975,1595,0.8601,8,0,,,,,,,1,0,,,,,
2000-05-28,52.0,14768370.0,Annie Get Your Gun,Marquis Theatre,635998,790214,55.93,75,11372,1595,0.8912,8,0,,,,,,,1,0,,,,,
2000-06-04,1.0,13242697.0,Annie Get Your Gun,Marquis Theatre,525828,790214,54.15,75,9710,1595,0.761,8,0,,,,,,,1,0,,,,,
2000-06-11,2.0,14335271.0,Annie Get Your Gun,Marquis Theatre,630771,790214,54.09,75,11661,1595,0.9139,8,0,,,,,,,1,0,,,,,
2000-06-18,3.0,13748446.0,Annie Get Your Gun,Marquis Theatre,651441,790214,54.66,75,11919,1595,0.9341,8,0,,,,,,,1,0,,,,,
2000-06-25,4.0,13941573.0,Annie Get Your Gun,Marquis Theatre,667471,790214,57.07,75,11696,1595,0.9166,8,0,,,,,,,1,0,,,,,
2000-07-02,5.0,13052260.0,Annie Get Your Gun,Marquis Theatre,606846,790214,51.83,75,11709,1595,0.9176,8,0,,,,,,,1,0,,,,,
2000-07-09,6.0,11764114.0,Annie Get Your Gun,Marquis Theatre,565476,790214,52.66,75,10739,1595,0.8416,8,0,,,,,,,1,0,,,,,
2000-07-16,7.0,12544669.0,Annie Get Your Gun,Marquis Theatre,608465,790214,52.67,75,11552,1595,0.9053,8,0,,,,,,,1,0,,,,,
2000-07-23,8.0,12907706.0,Annie Get Your Gun,Marquis Theatre,635372,790214,54.03,75,11759,1595,0.9216,8,0,,,,,,,1,0,,,,,
2000-07-30,9.0,12713023.0,Annie Get Your Gun,Marquis Theatre,637261,790214,52.93,75,12040,1595,0.9436,8,0,,,,,,,1,0,,,,,
2000-08-06,10.0,12356010.0,Annie Get Your Gun,Marquis Theatre,628875,790214,53.34,75,11789,1595,0.9239,8,0,,,,,,,1,0,,,,,
2000-08-13,11.0,12692763.0,Annie Get Your Gun,Marquis Theatre,646217,790214,53.23,75,12139,1595,0.9513,8,0,,,,,,,1,0,,,,,
2000-08-20,12.0,12239024.0,Annie Get Your Gun,Marquis Theatre,638563,790214,53.52,75,11931,1595,0.935,8,0,,,,,,,1,0,,,,,
2000-08-27,13.0,11940163.0,Annie Get Your Gun,Marquis Theatre,645493,790214,53.05,75,12167,1595,0.9535,8,0,,,,,,,1,0,,,,,
2000-09-03,14.0,11793441.0,Annie Get Your Gun,Marquis Theatre,593015,790214,56.42,75,10510,1595,0.8237,8,0,,,,,,,1,0,,,,,
2000-09-10,15.0,9547077.0,Annie Get Your Gun,Marquis Theatre,314792,790214,44.92,75,7008,1595,0.5492,8,0,,,,,,,1,0,,,,,
2000-09-17,16.0,10041728.0,Annie Get Your Gun,Marquis Theatre,376461,790214,46.72,75,8057,1595,0.6314,8,0,,,,,,,1,0,,,,,
2000-09-24,17.0,10190711.0,Annie Get Your Gun,Marquis Theatre,384685,790214,49.24,75,7812,1595,0.6122,8,0,,,,,,,1,0,,,,,
2000-10-01,18.0,9986268.0,Annie Get Your Gun,Marquis Theatre,373894,790214,49.52,75,7551,1595,0.5918,8,0,,,,,,,1,0,,,,,
2000-10-08,19.0,11567124.0,Annie Get Your Gun,Marquis Theatre,487035,790214,49.21,75,9898,1595,0.7757,8,0,,,,,,,1,0,,,,,
2000-10-15,20.0,11926604.0,Annie Get Your Gun,Marquis Theatre,452403,790214,48.88,75,9255,1595,0.7253,8,0,,,,,,,1,0,,,,,
2000-10-22,21.0,12750060.0,Annie Get Your Gun,Marquis Theatre,496655,790214,48.99,75,10137,1595,0.7944,8,0,,,,,,,1,0,,,,,
2000-10-29,22.0,12047356.0,Annie Get Your Gun,Marquis Theatre,370196,790214,47,75,7876,1595,0.6172,8,0,,,,,,,1,0,,,,,
2000-11-05,23.0,11983552.0,Annie Get Your Gun,Marquis Theatre,365863,790214,47.85,75,7646,1595,0.5992,8,0,,,,,,,1,0,,,,,
2000-11-12,24.0,13488202.0,Annie Get Your Gun,Marquis Theatre,448819,790214,52.01,75,8629,1595,0.6763,8,0,,,,,,,1,0,,,,,
